region,location,street_address,num_of_rooms,size,fee,final_price,percentage_change,initial_price
Uppsalakommun,GOTTSUNDA,Cellovägen 7,2,69.0,4042,1160000,"
            -10 %
          ",1054545
Uppsalakommun,FrämreLuthagen,Luthagsesplanaden 5B,4,99.0,5935,4600000,"
            +15 %
          ",4000000
Uppsalakommun,Gränby,Albert Engströmsgatan 2H,2,48.5,3294,1850000,"
            ±0 %
          ",1850000
Uppsalakommun,Herrhagen,Herrhagsvägen 403,3,83.0,4987,1700000,"
            +7 %
          ",1588785
Uppsalakommun,Gränby,Regngatan 15,1,35.5,2446,1560000,"
            +4 %
          ",1500000
Uppsalakommun,Fålhagen,Petterslundsgatan 9 B,2,62.7,2985,2520000,"
            +1 %
          ",2495049
Uppsalakommun,TunaBackar,Tunagatan 7A,3,75.5,3719,3075000,"
            +10 %
          ",2795454
Uppsalakommun,Luthagen,Norrlandsgatan 36A,3,75.0,3631,3390000,"
            +26 %
          ",2690476
Uppsalakommun,ÖstraSalabacke,Svärdsliljegatan 4,2,45.0,3190,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Fålhagen,Norrtäljegatan 3A,1,36.0,2506,1975000,"
            ±0 %
          ",1975000
Uppsalakommun,Fålhagen,Väderkvarnsgatan 40,1,45.0,2803,2800000,"
            +4 %
          ",2692307
Uppsalakommun,Kungsängen,Sågargatan 2B,4,99.0,5213,3890000,"
            +8 %
          ",3601851
Uppsalakommun,Skyttorp,Myrvägen 4,2,51.0,3421,1195000,"
            +4 %
          ",1149038
Uppsalakommun,Svartbäcken,Folkungagatan 22B,4,107.7,4394,4100000,"
            +8 %
          ",3796296
Uppsalakommun,Nyby,Lidnersgatan 20,2,61.0,3837,1650000,"
            +3 %
          ",1601941
Uppsalakommun,Slavsta,Mariedalsgatan 14,3,85.0,5180,2810000,"
            +22 %
          ",2303278
Uppsalakommun,Årsta,Kummingatan 39A,3,72.3,3472,2155000,"
            +3 %
          ",2092233
Uppsalakommun,Kåbo,Artillerigatan 12 B,2,43.0,2304,2425000,"
            +10 %
          ",2204545
Uppsalakommun,Nyby,Lidnersgatan 12,4,87.0,5057,2295000,"
            ±0 %
          ",2295000
Uppsalakommun,Fålhagen,Salagatan 43C,2,55.0,2767,3750000,"
            +17 %
          ",3205128
Uppsalakommun,Luthagen,Kyrkogårdsgatan 45A,1,22.0,1419,1750000,"
            +6 %
          ",1650943
Uppsalakommun,Fålhagen,Petterslundsgatan 23 D,1,32.0,1721,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Sommarro,Karlsrogatan 86C,1,20.5,1035,1315000,"
            -1 %
          ",1301980
Uppsalakommun,FÅLHAGEN,Petterslundsgatan 16B,4,98.3,5626,3175000,"
            +6 %
          ",2995283
Uppsalakommun,Uppsala,Wivalliusgatan 31,1,40.5,2247,1625000,"
            -4 %
          ",1562500
Uppsalakommun,Svartbäcken,Timmermansgatan 16D,2.5,76.0,3654,3400000,"
            -3 %
          ",3300970
Uppsalakommun,Kapellgärdet,Portalgatan 72,4,99.0,4765,3935000,"
            +19 %
          ",3306722
Uppsalakommun,Salabacke,Källparksgatan 12C,2,42.3,1825,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Gränby,Albert Engströmsgatan 2H,3,71.5,4375,3300000,"
            -6 %
          ",3113207
Uppsalakommun,Fålhagen,Petterslundsgatan 25,4,83.6,3989,3100000,"
            +4 %
          ",2980769
Uppsalakommun,Centrum,Skolgatan 20 C,2,62.6,3199,3120000,"
            +14 %
          ",2736842
Uppsalakommun,Sävja,Bergslagsresan 126,3.5,78.5,4534,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Gränby,"Råbyvägen 57G, 4tr",3,89.0,4638,2450000,"
            +2 %
          ",2401960
Uppsalakommun,Tunabackar,"Fjärdhundragatan 72, 2tr",2,60.5,3218,1820000,"
            -4 %
          ",1750000
Uppsalakommun,Kapellgärdet,Portalgatan 2B,3,80.0,4264,3600000,"
            +16 %
          ",3103448
Uppsalakommun,Rosendal,Torgny Segerstedts allé 24,4,87.0,5401,3625000,"
            +4 %
          ",3485576
Uppsalakommun,Luthagen,Tegnérgatan 36A,3,67.0,4156,2850000,"
            +10 %
          ",2590909
Uppsalakommun,TunaBackar,Tunagatan 5B,1,40.6,2025,1900000,"
            +6 %
          ",1792452
Uppsalakommun,Sävja,Dalaresan 38A,5,132.0,7777,2350000,"
            +12 %
          ",2098214
Uppsalakommun,Luthagen,Norrlandsgatan 19,4,91.5,4054,4160000,"
            +20 %
          ",3466666
Uppsalakommun,Kapellgärdet,Råbyvägen 70,4,124.5,5792,3550000,"
            +8 %
          ",3287037
Uppsalakommun,Industristaden,Muningatan 25,2,55.0,2722,3085000,"
            +7 %
          ",2883177
Uppsalakommun,Svartbäcken,Svartbäcksgatan 74B,2,52.0,3050,2200000,"
            +5 %
          ",2095238
Uppsalakommun,TunaBackar,Tunagatan 3 A,5,116.0,6485,4400000,"
            +11 %
          ",3963963
Uppsalakommun,Fålhagen,Vallbygatan 1,2,58.0,3788,2350000,"
            +18 %
          ",1991525
Uppsalakommun,Kungsängen,Sållargatan 4,1,34.0,1576,2150000,"
            +3 %
          ",2087378
Uppsalakommun,VALSÄTRA,Hugo Alfvéns väg 4,2,64.5,3570,1700000,"
            ±0 %
          ",1700000
Uppsalakommun,Centrum,Munkgatan 5 B,4,113.0,5221,4350000,"
            ±0 %
          ",4350000
Uppsalakommun,Gränby,Albert Engströmsgatan 2H,1,25.5,2123,1250000,"
            +2 %
          ",1225490
Uppsalakommun,Eriksberg,Gnejsvägen 7A,3,75.5,4418,2400000,,1225490
Uppsalakommun,Kapellgärdet,Torngatan 16,4,96.0,5076,3795000,"
            ±0 %
          ",3795000
Uppsalakommun,Rickomberga,Hildur Ottelinsgatan 1C,2,55.2,3921,2375000,"
            +32 %
          ",1799242
Uppsalakommun,FrämreLuthagen,Börjegatan 8A,2.5,72.0,3504,4400000,"
            +34 %
          ",3283582
Uppsalakommun,Höganäs,Botvidsgatan 6C,2.5,64.0,4215,3000000,"
            +1 %
          ",2970297
Uppsalakommun,Luthagen,Norrlandsgatan 44B,3,76.5,4077,2695000,"
            ±0 %
          ",2695000
Uppsalakommun,Storvreta,Morgonvägen 2,4,99.0,5734,2150000,"
            +16 %
          ",1853448
Uppsalakommun,Fålhagen,Fålhagsleden 1D,2.5,65.5,3848,2595000,"
            ±0 %
          ",2595000
Uppsalakommun,Årsta,Fyrislundsgatan 26,3,87.0,4921,2680000,"
            +12 %
          ",2392857
Uppsalakommun,Ulleråker,Gustaf Kjellbergs väg 1B,4,104.0,6241,4225000,,2392857
Uppsalakommun,Fålhagen,Väderkvarnsgatan 38B,1,36.5,2520,2300000,"
            +21 %
          ",1900826
Uppsalakommun,ULLERÅKER,Eva Lagerwalls väg 16,2,58.5,3366,2375000,"
            +13 %
          ",2101769
Uppsalakommun,Kapellgärdet,Margit Sahlins gata 1,2,38.0,2435,1825000,"
            +4 %
          ",1754807
Uppsalakommun,Lindbacken,Vitmossvägen 16,4,109.0,3764,4310000,"
            +20 %
          ",3591666
Uppsalakommun,Nyby,Lidnersgatan 4,3,76.5,4454,1800000,"
            +16 %
          ",1551724
Uppsalakommun,Luthagen,Fyrisvallsgatan 12A,1,29.0,1995,1625000,"
            ±0 %
          ",1625000
Uppsalakommun,Sävja,Bergslagsresan 20,3,76.0,4621,2320000,"
            +16 %
          ",2000000
Uppsalakommun,Luthagen,Fyrisvallsgatan 12A,2,43.0,2795,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,29.0,1995,1585000,"
            ±0 %
          ",1585000
Uppsalakommun,Björklinge,Ramsjövägen 150,4,102.1,5743,2175000,,1585000
Uppsalakommun,Sommarro,Karlsrogatan 83B,1,21.7,1752,1395000,"
            ±0 %
          ",1395000
Uppsalakommun,Fålhagen,Petterslundsgatan 33,3,82.4,3458,3190000,"
            +14 %
          ",2798245
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,2,43.0,2795,2395000,"
            ±0 %
          ",2395000
Uppsalakommun,Höganäs,S:t Persgatan 47B,1.5,38.0,2064,2400000,"
            +27 %
          ",1889763
Uppsalakommun,Luthagen,Rörgatan 4,4,101.0,5070,4040000,"
            +16 %
          ",3482758
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,29.0,1995,1585000,"
            ±0 %
          ",1585000
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,29.0,1995,1675000,"
            ±0 %
          ",1675000
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,25.0,1750,1725000,"
            ±0 %
          ",1725000
Uppsalakommun,Luthagen,Fyrisvallsgatan 12A,2,43.0,2795,2495000,"
            ±0 %
          ",2495000
Uppsalakommun,Luthagen,Fyrisvallsgatan 12A,1,29.0,1995,1495000,"
            ±0 %
          ",1495000
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,29.0,1995,1585000,"
            ±0 %
          ",1585000
Uppsalakommun,Fålhagen,Vaksalagatan 33 A,3,88.0,3882,4690000,"
            ±0 %
          ",4690000
Uppsalakommun,Kungsängen,"Kungsängsesplanaden 12B, Vån 4",4,98.0,5003,4525000,"
            +13 %
          ",4004424
Uppsalakommun,NYBY,Wivalliusgatan 41,2,61.0,3175,1930000,"
            +14 %
          ",1692982
Uppsalakommun,Fålhagen,Botvidsgatan 17,3,93.0,3825,4480000,"
            +5 %
          ",4266666
Uppsalakommun,Höganäs,S:t Olofsgatan 56 A,2.5,66.0,3974,2495000,"
            ±0 %
          ",2495000
Uppsalakommun,ÅRSTA,Kamomillgatan 5,3,78.0,4307,2400000,"
            +22 %
          ",1967213
Uppsalakommun,Luthagen,Hällbygatan 23,3,77.0,4074,3850000,"
            +24 %
          ",3104838
Uppsalakommun,Salabacke,Murargatan 18B,1,38.1,2440,1605000,"
            +7 %
          ",1500000
Uppsalakommun,Industristaden,Kungsängsesplanaden 10C,4,98.0,5035,4875000,"
            +20 %
          ",4062500
Uppsalakommun,Höganäs,Storgatan 22D,2,66.2,3356,3200000,"
            +11 %
          ",2882882
Uppsalakommun,Salabacke,Lästmakargatan 9 B,3,74.0,3800,3600000,"
            +14 %
          ",3157894
Uppsalakommun,Årsta,Sparrisgatan 7A,3,73.0,2728,2550000,"
            +11 %
          ",2297297
Uppsalakommun,Fålhagen,Norrtäljegatan 3A,1.5,40.5,2574,1980000,"
            +4 %
          ",1903846
Uppsalakommun,HÖGANÄS,Storgatan 9C,3,78.0,3356,3250000,"
            +9 %
          ",2981651
Uppsalakommun,Kapellgärdet,Portalgatan 62,2,58.5,3459,2550000,"
            +11 %
          ",2297297
Uppsalakommun,Kapellgärdet,Djäknegatan 27 D,2,45.7,2921,1850000,"
            +3 %
          ",1796116
Uppsalakommun,Herrhagen,Opalvägen 53,3,66.0,4094,2025000,"
            +2 %
          ",1985294
Uppsalakommun,Svartbäcken,Svartbäcksgatan 107D,2,50.5,3849,2100000,"
            +14 %
          ",1842105
Uppsalakommun,Rosendal,Torgny Segerstedts allé 95A,1,34.0,2374,1900000,"
            +1 %
          ",1881188
Uppsalakommun,Kapellgärdet,Portalgatan 64,4,88.0,4813,3600000,"
            +9 %
          ",3302752
Uppsalakommun,Kvarngärdet,Råbyvägen 72,2,68.0,3623,2520000,"
            +5 %
          ",2400000
Uppsalakommun,Slavsta,Mariedalsgatan 2,1,38.0,3180,1395000,"
            ±0 %
          ",1395000
Uppsalakommun,Salabacke,Ritargatan 1D,2,57.0,3194,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,Rosendal,Prefektgatan 3,1,27.0,1503,1720000,"
            +1 %
          ",1702970
Uppsalakommun,Kungsängen,Kryddblandargatan 9,2,53.0,3058,2750000,,1702970
Uppsalakommun,Centrum,S:t Olofsgatan 28B,3,79.6,5618,3920000,"
            +19 %
          ",3294117
Uppsalakommun,Gränby,Bellmansgatan 150 - FAST PRIS!,3,81.5,4133,2465000,"
            ±0 %
          ",2465000
Uppsalakommun,Fålhagen,Fålhagsleden 5B,2,46.5,2808,2510000,"
            +14 %
          ",2201754
Uppsalakommun,Luthagen,Luthagsesplanaden 24 C,3,91.0,4689,3560000,"
            +9 %
          ",3266055
Uppsalakommun,Nyby,Fredrika Bremersgatan 2,3,76.5,3360,2250000,"
            +7 %
          ",2102803
Uppsalakommun,Svartbäcken,Svartbäcksgatan 78B,1,37.3,2480,1900000,"
            +15 %
          ",1652173
Uppsalakommun,Rosendal,"Rosendalsvägen 12, ingång C",1,27.0,1321,2000000,"
            +11 %
          ",1801801
Uppsalakommun,Länna,Kalle Blanks väg 4,3,72.5,4036,1675000,"
            ±0 %
          ",1675000
Uppsalakommun,Luthagen,Luthagsesplanaden 24 B,2,73.0,3761,3155000,"
            +21 %
          ",2607438
Uppsalakommun,Rosendal,Torgny Segerstedts Allé 21,1,32.0,1566,2075000,"
            +12 %
          ",1852678
Uppsalakommun,Luthagen,Geijersgatan 48B,1.5,43.5,3095,2250000,"
            +13 %
          ",1991150
Uppsalakommun,Gränby,Solskensgatan 17,2,38.5,2739,1750000,"
            +3 %
          ",1699029
Uppsalakommun,Luthagen,Geijersgatan 13C,1,26.0,1231,1595000,"
            ±0 %
          ",1595000
Uppsalakommun,Luthagen,Götgatan 30C,2,58.0,3555,2575000,"
            +3 %
          ",2500000
Uppsalakommun,FrämreLuthagen,Torsgatan 8D,1,33.3,1915,2300000,"
            +5 %
          ",2190476
Uppsalakommun,Luthagen,Hällbygatan 19,4,111.0,5900,5550000,"
            +16 %
          ",4784482
Uppsalakommun,Fålhagen,Ymergatan 15 F,2,50.0,2968,2475000,"
            +9 %
          ",2270642
Uppsalakommun,Sävja,Dalaresan 2,2,66.0,4152,1450000,"
            +23 %
          ",1178861
Uppsalakommun,FrämreLuthagen,Luthagsesplanaden 11,1,28.0,1408,2010000,"
            +9 %
          ",1844036
Uppsalakommun,Gränby,Råbyvägen 55E,1,29.0,2179,1450000,"
            ±0 %
          ",1450000
Uppsalakommun,Fålhagen,Liljegatan 6 A,3,71.0,4304,3200000,"
            +8 %
          ",2962962
Uppsalakommun,Kapellgärdet,Djäknegatan 24,3.5,71.3,4415,2950000,"
            +15 %
          ",2565217
Uppsalakommun,Uppsala,Gnejsvägen 4A,3,67.0,3091,2500000,"
            +19 %
          ",2100840
Uppsalakommun,Kapellgärdet,Torngatan 1,2,47.0,2908,2310000,"
            +5 %
          ",2200000
Uppsalakommun,Luthagen,Luthagsesplanaden 26C,1,39.0,2237,2225000,"
            +12 %
          ",1986607
Uppsalakommun,Rosendal,Torgny Segerstedts allé 21,1,32.0,1535,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Gottsunda,Cellovägen 98,4,83.0,4532,2600000,"
            +24 %
          ",2096774
Uppsalakommun,Gränby,Råbyvägen 57F,2,65.0,3587,2045000,"
            +3 %
          ",1985436
Uppsalakommun,Fålhagen,Liljegatan 4 D,2,52.0,3007,2320000,"
            +16 %
          ",2000000
Uppsalakommun,Salabackar,Fyrislundsgatan 23b,2,64.0,3946,2510000,"
            +5 %
          ",2390476
Uppsalakommun,Årsta,"Körvelgatan 45A, BV",3,79.7,4090,3000000,,2390476
Uppsalakommun,Höganäs,Torkelsgatan 38B,1,42.0,2018,2000000,"
            +6 %
          ",1886792
Uppsalakommun,Salabacke,Årstagatan 45,2.5,64.0,3131,2200000,"
            +5 %
          ",2095238
Uppsalakommun,Nyby,"Viktor Rydbergsgatan 40, VÅN 5 / 5",3,63.5,3344,2100000,"
            +11 %
          ",1891891
Uppsalakommun,FrämreLuthagen,Sysslomansgatan 7,1,28.0,2003,2000000,"
            +11 %
          ",1801801
Uppsalakommun,Kapellgärdet,Orgelgatan 7,2,45.0,2238,2330000,"
            +6 %
          ",2198113
Uppsalakommun,Luthagen,Sturegatan 17 B,2,68.1,3460,2600000,"
            +4 %
          ",2500000
Uppsalakommun,Salabacke,Murargatan 10A,1,36.1,2087,1700000,"
            +14 %
          ",1491228
Uppsalakommun,Svartbäcken,Svartbäcksgatan 101C,1,38.5,2810,1900000,"
            +12 %
          ",1696428
Uppsalakommun,Ultuna,Ekoxvägen 8,5,116.0,5676,3995000,"
            ±0 %
          ",3995000
Uppsalakommun,LÖTEN,Bellmansgatan 2,2,67.0,3790,1840000,"
            +17 %
          ",1572649
Uppsalakommun,ÅRSTA,Kummingatan 7A,3.5,79.7,3838,2100000,"
            +14 %
          ",1842105
Uppsalakommun,Nyby,Lidnersgatan 7,4,92.5,5257,2235000,"
            +7 %
          ",2088785
Uppsalakommun,Ulleråker,Henry säldes väg 12,3,82.0,5874,2810000,"
            +23 %
          ",2284552
Uppsalakommun,Ulleråker,Gustaf Kjellbergs väg 11,2,46.0,2540,2165000,"
            +14 %
          ",1899122
Uppsalakommun,Nyby,Elin Wägnersgatan 33,2,61.0,2869,1700000,"
            +10 %
          ",1545454
Uppsalakommun,Svartbäcken,Swedenborgsgatan 34A,2,57.0,3672,2500000,"
            ±0 %
          ",2500000
Uppsalakommun,Luthagen,Tiundagatan 37,3,72.0,3420,3060000,"
            +29 %
          ",2372093
Uppsalakommun,Rickomberga,Polhemsgatan 2,1,41.0,2981,1680000,,2372093
Uppsalakommun,Fålhagen,Liljegatan 6 B,1,38.0,2696,2010000,"
            +12 %
          ",1794642
Uppsalakommun,Luthagen,Geijersgatan 52 B,2,57.4,2989,2625000,"
            +25 %
          ",2100000
Uppsalakommun,Årsta,Kamomillgatan 19,2,63.0,3775,2210000,"
            +17 %
          ",1888888
Uppsalakommun,Svartbäcken,Svartbäcksgatan 101D,1,27.0,2130,1255000,"
            +5 %
          ",1195238
Uppsalakommun,Fålhagen,Ymergatan 7A,4,124.0,7063,5900000,"
            ±0 %
          ",5900000
Uppsalakommun,Årsta,Gräslöksgatan 28,1.5,43.0,2648,1825000,"
            +14 %
          ",1600877
Uppsalakommun,Höganäs,Botvidsgatan 8A,2.5,51.0,2935,2800000,"
            +17 %
          ",2393162
Uppsalakommun,Luthagen,Pelargatan 12,2,55.0,3124,2425000,"
            +16 %
          ",2090517
Uppsalakommun,Fålhagen,Salagatan 53A,1,25.0,1884,1695000,"
            ±0 %
          ",1695000
Uppsalakommun,Luthagen,Börjegatan 58C,3,76.0,3977,2900000,"
            +4 %
          ",2788461
Uppsalakommun,Luthagen,Vindhemsgatan 15B,1,46.4,2761,2445000,"
            +2 %
          ",2397058
Uppsalakommun,Löten,Stagneliusgatan 1,5,136.0,7890,3250000,"
            +9 %
          ",2981651
Uppsalakommun,Ekeby,Reykjaviksgatan 38,2,60.9,2914,2760000,"
            +11 %
          ",2486486
Uppsalakommun,Fålhagen,Fålhagsleden 8B,1,29.5,1677,1640000,"
            -3 %
          ",1592233
Uppsalakommun,Årsta,Kamomillgatan 25,3,78.0,4315,2350000,"
            +12 %
          ",2098214
Uppsalakommun,Centrum,Sysslomansgatan 7,1,35.0,2217,2600000,"
            +18 %
          ",2203389
Uppsalakommun,Kungsängen,Skyttelgatan 17,4,111.0,5226,6995000,"
            ±0 %
          ",6995000
Uppsalakommun,FrämreLuthagen,Luthagsesplanaden 3 A,1,36.0,2083,2325000,"
            +17 %
          ",1987179
Uppsalakommun,Sävja,"Smålandsvägen 53, BV",2,47.3,3749,1650000,"
            +18 %
          ",1398305
Uppsalakommun,Salabacke,Verkmästargatan 15,2,51.4,2776,2100000,"
            +5 %
          ",2000000
Uppsalakommun,Valsätra,Valthornsvägen 66C,3,78.0,4616,1850000,"
            ±0 %
          ",1850000
Uppsalakommun,Luthagen,Luthagsesplanaden 28A,1,47.0,2851,2200000,"
            +16 %
          ",1896551
Uppsalakommun,Luthagen,Luthagsesplanaden 28 A,1,25.0,1616,1650000,"
            +3 %
          ",1601941
Uppsalakommun,Luthagen,Kyrkogårdsgatan 16F,1,39.0,2223,2400000,"
            +5 %
          ",2285714
Uppsalakommun,FrämreLuthagen,Sysslomansgatan 7,1,33.0,2146,2450000,"
            +12 %
          ",2187500
Uppsalakommun,Rosendal,Torgny Segerstedts allé 4,1,31.0,1590,1625000,"
            +2 %
          ",1593137
Uppsalakommun,Sävja,Smålandsvägen 36,4,95.0,7179,2360000,"
            +8 %
          ",2185185
Uppsalakommun,Höganäs,Storgatan 6,1,28.5,1564,1720000,"
            +4 %
          ",1653846
Uppsalakommun,Eriksberg,Gnejsvägen 10B,2,64.4,3378,2200000,"
            +17 %
          ",1880341
Uppsalakommun,Luthagen,Tegnérgatan 33A,2,54.0,3760,2900000,"
            +21 %
          ",2396694
Uppsalakommun,Kungsängen,Industrigatan 35,1,34.0,2031,2185000,"
            +10 %
          ",1986363
