region,location,street_address,num_of_rooms,size,fee,final_price,percentage_change,initial_price
Uppsalakommun,Kapellgärdet,Portalgatan 33,2,49.0,3651,2195000,"
            ±0 %
          ",2195000
Uppsalakommun,Luthagen,Götgatan 30C,4,98.0,5246,4050000,"
            +4 %
          ",3894230
Uppsalakommun,Fålhagen,Vaksalagatan 55,1,21.0,2386,1095000,"
            ±0 %
          ",1095000
Uppsalakommun,Centrum,Kungsängsgatan 36A,1,33.8,2120,1770000,"
            +4 %
          ",1701923
Uppsalakommun,Eriksberg,Stigbergsvägen 3,2,60.9,2546,2400000,"
            +15 %
          ",2086956
Uppsalakommun,Storvreta,Meteorvägen 30,3,82.0,4783,2400000,"
            +9 %
          ",2201834
Uppsalakommun,Årsta,Fänkålsgatan 19,3,78.0,4207,2500000,"
            +25 %
          ",2000000
Uppsalakommun,Valsätra,Malma backe 5L,2,64.0,4997,1670000,"
            +8 %
          ",1546296
Uppsalakommun,CentrumUppsala,Vretgränd 9C,3,78.1,2322,3225000,"
            +15 %
          ",2804347
Uppsalakommun,Luthagen,Gimogatan 5B,2,44.5,2717,1850000,"
            ±0 %
          ",1850000
Uppsalakommun,Kapellgärdet,Portalgatan 76,3,81.0,4214,3450000,"
            +8 %
          ",3194444
Uppsalakommun,Tunabackar,Tunagatan 7 E,2,59.0,3037,2550000,"
            +28 %
          ",1992187
Uppsalakommun,Norby,Svampvägen 4A,1.5,42.5,2660,1650000,"
            +10 %
          ",1499999
Uppsalakommun,Gränby,Solskensgatan 11,2,49.5,3316,2100000,"
            +11 %
          ",1891891
Uppsalakommun,Fålhagen,Vaksalagatan 38 A,1.5,46.0,2806,2350000,"
            ±0 %
          ",2350000
Uppsalakommun,Gottsunda,Cellovägen 52D,2,69.0,3909,1460000,"
            +13 %
          ",1292035
Uppsalakommun,Tunabackar,Fjärdhundragatan 16,2.5,65.5,3455,2150000,"
            ±0 %
          ",2150000
Uppsalakommun,Centrum,Storgatan 20,2.5,67.7,3401,2700000,"
            +8 %
          ",2500000
Uppsalakommun,Ultuna,Bäcklösavägen 7,5,105.0,5554,4095000,"
            ±0 %
          ",4095000
Uppsalakommun,Luthagen,Stabby Allé 13C,1,31.4,1827,1600000,"
            +15 %
          ",1391304
Uppsalakommun,Fålhagen,Petterslundsgatan 22B,4,86.6,4850,3310000,"
            +16 %
          ",2853448
Uppsalakommun,Kvarngärdet,Råbyvägen 76,3,76.0,4099,2500000,"
            -6 %
          ",2358490
Uppsalakommun,Slavsta,Mariedalsgatan 20,4,96.0,5727,3256000,"
            +21 %
          ",2690909
Uppsalakommun,Kungsängen,Mältargatan 13B,1,33.0,2404,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Ulleråker,Gustaf Kjellbergs väg 12,3,87.3,5935,3040000,"
            +27 %
          ",2393700
Uppsalakommun,Kungsängen,Sållargatan 4,1,35.0,1613,1950000,"
            -2 %
          ",1911764
Uppsalakommun,Salabacke,Murargatan 22 B,1.5,38.1,2079,1700000,"
            +1 %
          ",1683168
Uppsalakommun,Kapellgärdet,Portalgatan 4J,3,84.0,4790,3350000,"
            +12 %
          ",2991071
Uppsalakommun,Årsta,Sparrisgatan 7 B,1,47.0,1839,1630000,"
            -4 %
          ",1567307
Uppsalakommun,Salabacke,Byggmästargatan 5C,1,39.0,2011,1850000,"
            +16 %
          ",1594827
Uppsalakommun,Fålhagen,Torkelsgatan 19G,2,41.0,2827,2270000,"
            +3 %
          ",2203883
Uppsalakommun,Industristaden,Kungsängsesplanaden 4b,4,94.0,4148,4775000,"
            ±0 %
          ",4775000
Uppsalakommun,Kungsängen,Tullgarnsgatan 3,2,53.5,2773,2700000,"
            ±0 %
          ",2700000
Uppsalakommun,Uppsala,Ritargatan 5,4,93.7,4282,3700000,,2700000
Uppsalakommun,Luthagen,Gimogatan 2A,3,85.0,4418,3500000,"
            ±0 %
          ",3500000
Uppsalakommun,Centrum,Dragarbrunnsgatan 11A,2,53.0,2450,2450000,"
            +2 %
          ",2401960
Uppsalakommun,Salabacke,Johannesbäcksgatan 95A,2,59.0,3565,2410000,"
            +10 %
          ",2190909
Uppsalakommun,Ulleråker,Henry säldes väg 12A,3,72.5,5262,2260000,"
            +3 %
          ",2194174
Uppsalakommun,Nyby,Leopoldsgatan 18,2,61.0,3710,1695000,"
            ±0 %
          ",1695000
Uppsalakommun,Eriksberg,Karlsrogatan 87B,3,69.0,3987,3100000,"
            +11 %
          ",2792792
Uppsalakommun,Luthagen,Hällbygatan 43,1,35.0,2414,2000000,"
            +11 %
          ",1801801
Uppsalakommun,Centrum,Svartbäcksgatan 43C,2,66.5,4033,2700000,"
            +35 %
          ",1999999
Uppsalakommun,Löten,Ferlinsgatan 43,2,63.0,3913,1750000,"
            +4 %
          ",1682692
Uppsalakommun,Gränby,Solskensgatan 19,2,49.5,3086,2330000,"
            +17 %
          ",1991452
Uppsalakommun,Fålhagen,Salagatan 49A,2.5,74.0,3540,3270000,"
            +9 %
          ",3000000
Uppsalakommun,Fålhagen,S:t Göransgatan 28,4,84.0,3556,5150000,"
            ±0 %
          ",5150000
Uppsalakommun,Fålhagen,Ymergatan 13B,2,50.5,2921,2620000,"
            +16 %
          ",2258620
Uppsalakommun,Fålhagen,Norrtäljegatan 7 A,3,80.0,3850,4550000,"
            +11 %
          ",4099099
Uppsalakommun,FrämreLuthagen,Sysslomansgatan 7,1,23.0,1788,1860000,"
            +10 %
          ",1690909
Uppsalakommun,Luthagen,Götgatan 24A,4,98.0,5497,5190000,"
            +24 %
          ",4185483
Uppsalakommun,Tunabackar,Tunagatan 26B,3,77.5,3875,2450000,"
            +2 %
          ",2401960
Uppsalakommun,Gränby,Råbyvägen 55H,2,35.0,2543,1645000,"
            +3 %
          ",1597087
Uppsalakommun,Salabacke,Lästmakargatan 1B,2,57.0,3447,2100000,"
            +32 %
          ",1590909
Uppsalakommun,Fålhagen,Petterslundsgatan 21A,1.5,32.0,1685,2150000,"
            +13 %
          ",1902654
Uppsalakommun,City,Kungsgatan 52D,1,43.0,2616,2050000,"
            +5 %
          ",1952380
Uppsalakommun,Svartbäcken,Folkungagatan 2 B,2,48.4,2962,2100000,"
            +17 %
          ",1794871
Uppsalakommun,Gottsunda,Altfiolsvägen 15B,4,109.5,6157,2400000,"
            +42 %
          ",1690140
Uppsalakommun,Luthagen,Dalgatan 28,2,54.5,3226,2320000,"
            +6 %
          ",2188679
Uppsalakommun,Nyby,Viktor Rydbergsgatan 7,2,61.0,3837,1715000,"
            +1 %
          ",1698019
Uppsalakommun,Uppsala,Torkelsgatan 8 B,2,49.0,3389,2680000,"
            +14 %
          ",2350877
Uppsalakommun,Kapellgärdet,Portalgatan 79,3,79.0,4538,2795000,"
            ±0 %
          ",2795000
Uppsalakommun,Salabacke,Murargatan 30D,3,65.0,3033,2250000,"
            +13 %
          ",1991150
Uppsalakommun,Rosendal,Torgny Segerstedts allé 4,2,48.0,2515,2230000,"
            +7 %
          ",2084112
Uppsalakommun,Svartbäcken,Timmermansgatan 3D,4,101.0,4127,3915000,"
            +6 %
          ",3693396
Uppsalakommun,Tunabackar,Svartbäcksgatan 94A,3,78.6,3693,3125000,"
            +12 %
          ",2790178
Uppsalakommun,Luthagen,Geijersgatan 56B,2,60.8,3578,2360000,"
            +13 %
          ",2088495
Uppsalakommun,Rosendal,Torgny Segerstedts Allé 27,1,27.0,1321,1800000,"
            +3 %
          ",1747572
Uppsalakommun,Svartbäcken,Svartbäcksgatan 76 B,2,51.1,3109,1750000,"
            +1 %
          ",1732673
Uppsalakommun,Valsätra,Bernadottestigen 1 B,2,43.5,2689,1695000,"
            ±0 %
          ",1695000
Uppsalakommun,Centrum,Vaksalagatan 18B,4.5,124.4,5211,4500000,"
            +10 %
          ",4090909
Uppsalakommun,Centrum,Hamnesplanaden 2B,3,82.7,4126,3700000,"
            ±0 %
          ",3700000
Uppsalakommun,Kungsängen,Tullgarnsgatan 16,3,84.0,4527,3575000,"
            +9 %
          ",3279816
Uppsalakommun,Sävja,Gotlandsresan 138,4,104.5,6829,2295000,"
            ±0 %
          ",2295000
Uppsalakommun,Kapellgärdet,"Margit Sahlins Gata 1, VÅN 6 / 6",3,72.0,3409,3350000,"
            +12 %
          ",2991071
Uppsalakommun,Sommarro,Norbyvägen 46F,1.5,43.0,2051,2350000,"
            +12 %
          ",2098214
Uppsalakommun,Årsta,Fyrislundsgatan 46 4 tr.,1,24.2,1377,1150000,"
            ±0 %
          ",1150000
Uppsalakommun,Luthagen,Geijersgatan 12D,3,82.0,4052,3380000,"
            +9 %
          ",3100917
Uppsalakommun,MalmaBacke,Malma backe 1B,2,62.9,4506,1750000,"
            +6 %
          ",1650943
Uppsalakommun,Centrum,Storgatan 9 C,3,77.8,3356,3580000,"
            +9 %
          ",3284403
Uppsalakommun,Luthagen,Luthagsesplanaden 24 B,2,73.0,3950,2830000,"
            +3 %
          ",2747572
Uppsalakommun,Luthagen,Götgatan 20C,2,36.0,2194,2050000,"
            ±0 %
          ",2050000
Uppsalakommun,Höganäs,S:t Persgatan 31,3,83.0,3865,3292500,"
            +10 %
          ",2993181
Uppsalakommun,Kapellgärdet,Orgelgatan 7,4,99.0,4428,4295000,"
            ±0 %
          ",4295000
Uppsalakommun,Höganäs,S:t Persgatan 40C,2,55.9,2553,2620000,"
            +14 %
          ",2298245
Uppsalakommun,Gränby,Råbyvägen 55H,2,45.0,2939,1735000,"
            +2 %
          ",1700980
Uppsalakommun,Luthagen,Luthagsesplanaden 9A,2,63.1,3134,2615000,"
            +14 %
          ",2293859
Uppsalakommun,Höganäs,Höganäsgatan 2 C,2,65.0,3841,3530000,"
            +10 %
          ",3209090
Uppsalakommun,Stenhagen,Stenrösvägen 45,4,93.5,6822,1800000,"
            +3 %
          ",1747572
Uppsalakommun,Rickomberga,Gösta Wahlströms väg 8,2,52.0,2611,2095000,"
            ±0 %
          ",2095000
Uppsalakommun,Fullerö,Böljemolnsvägen 10,5,136.0,4975,4220000,"
            +6 %
          ",3981132
Uppsalakommun,Kungsängen,Sågargatan 13D,2,62.0,3661,3105000,"
            +17 %
          ",2653846
Uppsalakommun,Kapellgärdet,Djäknegatan 27B,2,45.7,2921,1800000,"
            ±0 %
          ",1800000
Uppsalakommun,Fålhagen,Marielundsgatan 5 B,1.5,50.0,2526,2425000,"
            +10 %
          ",2204545
Uppsalakommun,Luthagen,Luthagsesplanaden 30c,2.5,72.0,3109,2890000,"
            +7 %
          ",2700934
Uppsalakommun,KÅBO,"Banérgatan 16 A, 1001",4,88.5,4056,4200000,"
            +5 %
          ",4000000
Uppsalakommun,Salabacke,Murargatan 18A,3,69.2,4136,2125000,"
            -1 %
          ",2103960
Uppsalakommun,Kungsängen,Industrigatan 37,2,72.0,3233,3300000,"
            +10 %
          ",2999999
Uppsalakommun,Kungsängen,Sågargatan 8A,5,115.0,4404,4895000,"
            ±0 %
          ",4895000
Uppsalakommun,Salabacke,Ritargatan 5,2,42.5,1931,1695000,"
            ±0 %
          ",1695000
Uppsalakommun,Salabacke,Byggmästargatan 1A,3,70.0,4500,2335000,"
            +11 %
          ",2103603
Uppsalakommun,Rosendal,Torgny Segerstedts allé 4,1,31.0,1590,1680000,"
            +5 %
          ",1600000
Uppsalakommun,FrämreLuthagen,Sturegatan 1,1,40.0,2719,2350000,"
            +9 %
          ",2155963
Uppsalakommun,Luthagen,Kyrkogårdsgatan 16B,2.5,60.0,3410,2625000,"
            +12 %
          ",2343750
Uppsalakommun,Kungsängen,Sållargatan 4,2,55.0,2377,2680000,"
            +12 %
          ",2392857
Uppsalakommun,Fålhagen,Vallbygatan 3,2,57.5,3651,2410000,"
            +15 %
          ",2095652
Uppsalakommun,Gränby,Molngatan 6,3,77.5,3958,1950000,"
            +5 %
          ",1857142
Uppsalakommun,Årsta,Körvelgatan 49 C,2,60.3,2825,1740000,"
            +9 %
          ",1596330
Uppsalakommun,Nyby,Viktor Rydbergsgatan 31,1,39.5,2980,1450000,"
            +4 %
          ",1394230
Uppsalakommun,Luthagen,Hällbygatan 32E,1,22.5,1424,1350000,"
            +4 %
          ",1298076
Uppsalakommun,Nyby,Wivalliusgatan 47,4,87.0,4157,2510000,"
            +17 %
          ",2145299
Uppsalakommun,Salabacke,Fyrislundsgatan 23C,4,98.0,5299,2900000,"
            -3 %
          ",2815533
Uppsalakommun,Gränby,Dimgatan 23,3,75.5,3982,2210000,"
            +11 %
          ",1990990
Uppsalakommun,Luthagen,Götgatan 20B,2,52.0,3143,2800000,"
            +22 %
          ",2295081
Uppsalakommun,Fålhagen,Norrtäljegatan 7B,3,80.0,3850,4515000,"
            +3 %
          ",4383495
Uppsalakommun,Höganäs,Salagatan 7A,2.5,66.0,3525,2900000,"
            +8 %
          ",2685185
Uppsalakommun,Rosendal,Torgny Segerstedts allé 32,2,48.0,3208,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Kapellgärdet,Vattholmavägen 4C,3,85.5,4774,3340000,"
            +12 %
          ",2982142
Uppsalakommun,Salabacke,Murargatan 16A,4,87.3,5060,2595000,"
            ±0 %
          ",2595000
Uppsalakommun,Kapellgärdet,Margit Sahlins gata 1,2,38.0,2435,2010000,"
            +12 %
          ",1794642
Uppsalakommun,FrämreLuthagen,Börjegatan 3 B,6,164.0,8731,9000000,"
            +22 %
          ",7377049
Uppsalakommun,Kungsängen,Tullgarnsgatan 3,2,45.5,2402,2350000,"
            +2 %
          ",2303921
Uppsalakommun,Rosendal,Torgny Segerstedts Allé 93A,3,74.0,4030,3375000,"
            +13 %
          ",2986725
Uppsalakommun,Ekeby,Reykjaviksgatan 122,3,79.0,3370,2925000,"
            +17 %
          ",2500000
Uppsalakommun,FulleröHage,Regnmolnsvägen 6 B,3,70.0,4021,2350000,,2500000
Uppsalakommun,Kungsängen,Kungsgatan 93 E,2,75.5,3156,3050000,"
            +7 %
          ",2850467
Uppsalakommun,Kapellgärdet,Portalgatan 93,2,67.0,3356,2500000,"
            +4 %
          ",2403846
Uppsalakommun,Salabacke,Ritargatan 1 B,2,59.4,2974,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Luthagen,Fyrisvallsgatan 10A,1,25.0,1750,1775000,"
            ±0 %
          ",1775000
Uppsalakommun,Gränby,Solskensgatan 17,2,41.0,2775,1800000,"
            +6 %
          ",1698113
Uppsalakommun,Kungsängen,Kungsängsgatan 57K,3,86.0,4793,3150000,"
            +2 %
          ",3088235
Uppsalakommun,Centrum,Stora torget 3,2,74.0,2389,4700000,"
            ±0 %
          ",4700000
Uppsalakommun,Luthagen,Gimogatan 2D,5,117.0,5710,4400000,"
            ±0 %
          ",4400000
Uppsalakommun,Fålhagen,Syréngatan 6,3,89.0,3892,3725000,"
            +7 %
          ",3481308
Uppsalakommun,Bellman,Bellmansgatan 86,1,32.5,2003,1470000,"
            +5 %
          ",1400000
Uppsalakommun,Centrum,S:t Johannesgatan 3,3,100.0,4004,7300000,"
            +11 %
          ",6576576
Uppsalakommun,Löten,Bellmansgatan 2,5,136.0,7684,4095000,"
            +17 %
          ",3500000
Uppsalakommun,Luthagen,Luthagsesplanaden 24E,2.5,73.0,3761,3400000,"
            +19 %
          ",2857142
Uppsalakommun,Centrum,Dragarbrunnsgatan 58,3,80.0,3449,3880000,"
            +22 %
          ",3180327
Uppsalakommun,Kungsängen,Tullgarnsgatan 3,1,34.0,1873,2125000,"
            +7 %
          ",1985981
Uppsalakommun,Luthagen,Luthagsesplanaden 12A,1,33.1,1019,2000000,,1985981
Uppsalakommun,Svartbäcken,Timmermansgatan 15,4,88.0,5940,4800000,"
            +14 %
          ",4210526
Uppsalakommun,Svartbäcken,Svartbäcksgatan 72A,2,57.3,3101,2125000,"
            +12 %
          ",1897321
Uppsalakommun,Kapellgärdet,Portalgatan 64,4,88.0,4813,3600000,"
            +9 %
          ",3302752
Uppsalakommun,Kapellgärdet,Portalgatan 93,3,81.0,3925,3600000,,3302752
Uppsalakommun,Salabacke,Murargatan 31,3,64.3,2301,2600000,,3302752
Uppsalakommun,Gränby,Regngatan 7,2,59.5,3800,1650000,"
            ±0 %
          ",1650000
Uppsalakommun,Industristaden,Tullgarnsgatan 3,1,34.0,1873,2185000,"
            +4 %
          ",2100961
Uppsalakommun,Flogsta,Flogstavägen 5D,2,56.0,4995,1425000,"
            -5 %
          ",1357142
Uppsalakommun,Centrum,Hamnesplanaden 4B,3,81.5,4157,3250000,"
            ±0 %
          ",3250000
Uppsalakommun,Årsta,Sparrisgatan 5 A,3,95.0,5651,2700000,"
            -3 %
          ",2621359
Uppsalakommun,Salabacke,"Johannesbäcksgatan 84B, ½ tr",2,58.1,3079,2050000,"
            +8 %
          ",1898148
Uppsalakommun,Stenhagen,Stenhagsvägen 251,3,82.5,4754,1920000,"
            +22 %
          ",1573770
Uppsalakommun,Luthagen,Hällbygatan 43,1,35.0,2414,1900000,"
            +9 %
          ",1743119
Uppsalakommun,Luthagen,Luthagsesplanaden 24C,3,89.0,4585,3350000,"
            +2 %
          ",3284313
Uppsalakommun,Årsta,Fyrislundsgatan 28,3,81.0,4581,2200000,"
            +19 %
          ",1848739
Uppsalakommun,Fålhagen,Väderkvarnsgatan 34B,2,61.2,2712,2600000,"
            +4 %
          ",2500000
Uppsalakommun,Luthagen,Luthagsesplanaden 10B,1.5,33.0,2004,2100000,"
            +11 %
          ",1891891
Uppsalakommun,Kungsängen,Kungsängsesplanaden 12D,1,35.0,2477,1900000,"
            ±0 %
          ",1900000
Uppsalakommun,Centrum,Hamnesplanaden 2B,2,41.8,2264,2335000,"
            +17 %
          ",1995726
Uppsalakommun,Fålhagen,Norrtäljegatan 30,1,22.5,1878,1520000,"
            +3 %
          ",1475728
Uppsalakommun,NorraLuthagen,Hällbygatan 32 B,3,75.0,3409,3200000,"
            +16 %
          ",2758620
Uppsalakommun,Fålhagen,Petterslundsgatan 23C,3,76.0,3501,3015000,"
            +16 %
          ",2599137
Uppsalakommun,Luthagen,Geijersgatan 54B,1.5,39.0,2464,2390000,"
            +26 %
          ",1896825
Uppsalakommun,Fålhagen,Marielundsgatan 3 B,2.5,72.0,3319,3500000,"
            +6 %
          ",3301886
Uppsalakommun,Eriksberg,Glimmervägen 2B,2,59.0,2859,2400000,,3301886
Uppsalakommun,Tunabackar,Fjärdhundragatan 14 - Accepterat pris!,1,25.5,1486,1350000,"
            ±0 %
          ",1350000
Uppsalakommun,Årsta,Sparrisgatan 7A,2,65.0,2327,1890000,"
            +12 %
          ",1687499
Uppsalakommun,Sommarro,Gustavsbergsgatan 3C,1,18.5,1170,1395000,"
            ±0 %
          ",1395000
Uppsalakommun,Gränby,Molngatan 9,4,87.5,4496,2220000,"
            +11 %
          ",1999999
Uppsalakommun,Centrum,Drottninggatan 5,1,17.4,1334,1590000,"
            +14 %
          ",1394736
Uppsalakommun,Kåbo,Banérgatan 14A,5,108.5,5606,5850000,"
            +8 %
          ",5416666
Uppsalakommun,Luthagen,Geijersgatan 27F,3,62.5,3093,3250000,"
            +16 %
          ",2801724
Uppsalakommun,Svartbäcken,Svartbäcksgatan 83B,2,53.5,3429,2300000,"
            +15 %
          ",2000000
Uppsalakommun,FulleröHage,Regnmolnsvägen 8F,4,81.0,4651,2325000,"
            +3 %
          ",2257281
Uppsalakommun,Eriksberg,Granitvägen 24D,2,55.0,2816,2415000,"
            +21 %
          ",1995867
Uppsalakommun,Salabacke,Murargatan 20B,3,70.2,3220,2060000,"
            +3 %
          ",2000000
Uppsalakommun,NorraLuthagen,Rörgatan 2,3,81.0,4277,3310000,"
            +4 %
          ",3182692
Uppsalakommun,Fålhagen,Väderkvarnsgatan 48A,2.5,71.5,3748,3300000,"
            +16 %
          ",2844827
Uppsalakommun,Kungsängen,Mältargatan 13 B,1,33.0,2357,2150000,"
            +13 %
          ",1902654
Uppsalakommun,Luthagen,Fyrisvallsgatan 12A,1,29.0,1995,1645000,"
            ±0 %
          ",1645000
Uppsalakommun,Kapellgärdet,Portalgatan 57,3,91.0,5502,3050000,"
            -5 %
          ",2904761
Uppsalakommun,Årsta,Fyrislundsgatan 46,3,83.5,2830,2500000,"
            +14 %
          ",2192982
Uppsalakommun,Salabacke,Gröna gatan 23F,2.5,60.5,3494,2235000,"
            +12 %
          ",1995535
Uppsalakommun,Salabacke,Byggmästargatan 9 B,2,55.0,2659,2265000,"
            +15 %
          ",1969565
Uppsalakommun,Nyby,Lidnersgatan 35,3,63.5,3829,1850000,"
            +3 %
          ",1796116
Uppsalakommun,Kungsängen,Eldkvarnsgatan 10,2,52.0,2834,2260000,"
            +13 %
          ",2000000
Uppsalakommun,FrämreLuthagen,Fredsgatan 3,2,62.4,4012,3003000,"
            +5 %
          ",2860000
Uppsalakommun,FrämreLuthagen,Skolgatan 33 B,4,117.0,5776,7500000,"
            +26 %
          ",5952380
Uppsalakommun,Salabacke,Källparksgatan 12 D,3,76.5,3297,2850000,"
            +12 %
          ",2544642
Uppsalakommun,Fålhagen,Frodegatan 36,2,57.0,3500,2500000,"
            +11 %
          ",2252252
Uppsalakommun,Fålhagen,Liljegatan 4 C,2.5,61.0,3421,2595000,"
            ±0 %
          ",2595000
Uppsalakommun,Fålhagen,Ymergatan 15B,4,88.0,4528,4560000,"
            +30 %
          ",3507692
Uppsalakommun,Svartbäcken,Torbjörnsgatan 22,3,85.8,3751,2910000,"
            +8 %
          ",2694444
Uppsalakommun,Nyby,Leopoldsgatan 32,2,63.5,3938,2100000,"
            +17 %
          ",1794871
Uppsalakommun,Kapellgärdet,Portalgatan 76,3,99.0,4793,3700000,,1794871
Uppsalakommun,Centrum,Vaksalagatan 18 B,2,56.4,2737,2495000,"
            ±0 %
          ",2495000
Uppsalakommun,TunaBackar,Fjärdhundragatan 14,1,37.0,2139,1595000,"
            ±0 %
          ",1595000
Uppsalakommun,Rosendal,Torgny Segerstedts allé 32,2,48.0,3208,1895000,"
            ±0 %
          ",1895000
Uppsalakommun,FrämreLuthagen,Götgatan 14A,1,23.0,1329,1795000,"
            ±0 %
          ",1795000
Uppsalakommun,Salabacke,Salabacksgatan 30,6,124.5,8421,2995000,"
            ±0 %
          ",2995000
Uppsalakommun,Nyby,Leopoldsgatan 12,2,61.0,3677,2000000,"
            +6 %
          ",1886792
Uppsalakommun,NorraLuthagen,Gimogatan 5B,2,44.5,2765,2000000,"
            +6 %
          ",1886792
Uppsalakommun,Årsta,Fänkålsgatan 18,3,78.0,4370,2600000,"
            +13 %
          ",2300884
Uppsalakommun,Salabacke,Murargatan 22C,1,38.1,2039,1550000,"
            ±0 %
          ",1550000
Uppsalakommun,Luthagen,Luthagsesplanaden 34A,3,76.0,4154,3350000,"
            +5 %
          ",3190476
Uppsalakommun,Gränby,Råbyvägen 53 H,1,34.0,2333,1495000,"
            ±0 %
          ",1495000
Uppsalakommun,Kungsängen,Skyttelgatan 11,3,74.0,4003,3750000,"
            +7 %
          ",3504672
Uppsalakommun,FrämreLuthagen,Börjegatan 10B,1,24.5,1461,1785000,"
            +5 %
          ",1700000
Uppsalakommun,Salabacke,Murargatan 33,2,64.3,2221,2300000,,1700000
Uppsalakommun,Luthagen,Formgatan 3,3,84.0,4298,3200000,"
            +14 %
          ",2807017
Uppsalakommun,Fålhagen,S:T Persgatan 45 B,1,44.0,3334,1995000,"
            ±0 %
          ",1995000
Uppsalakommun,Industristaden,Kungsängsgatan 57 B,2,59.0,3074,2850000,"
            +11 %
          ",2567567
Uppsalakommun,Eriksberg,Västertorg 5A,4,97.2,3858,3580000,"
            ±0 %
          ",3580000
Uppsalakommun,FrämreLuthagen,Götgatan 10B,1.5,37.0,1814,2620000,"
            +25 %
          ",2096000
Uppsalakommun,Svartbäcken,Swedenborgsgatan 28B,2,51.0,2859,2250000,"
            +7 %
          ",2102803
Uppsalakommun,Svartbäcken,Swedenborgsgatan 32B,3,63.5,3988,2350000,"
            +7 %
          ",2196261
Uppsalakommun,Gottsunda,Henry Wemans väg 12,2,53.0,2970,1650000,"
            ±0 %
          ",1650000
Uppsalakommun,Luthagen,Götgatan 20C,2,30.0,1830,1925000,"
            +2 %
          ",1887254
Uppsalakommun,Fålhagen,Väderkvarnsgatan 36,3,93.5,4789,5200000,"
            -5 %
          ",4952380
Uppsalakommun,NorraLuthagen,Gimogatan 5B,2,54.0,3190,1850000,"
            ±0 %
          ",1850000
Uppsalakommun,Nyby,Leopoldsgatan 34,2,63.5,3870,1775000,"
            +5 %
          ",1690476
Uppsalakommun,Uppsala,Sturegatan 17A,1,39.6,2392,2000000,"
            +4 %
          ",1923076
Uppsalakommun,Luthagen,Luthagsesplanaden 24A,1,27.0,1391,1695000,"
            ±0 %
          ",1695000
Uppsalakommun,Årsta,Kummingatan 27 B,3.5,79.7,3677,2725000,"
            +9 %
          ",2500000
Uppsalakommun,NorraLuthagen,Plattgatan 1,3,78.0,4171,3500000,"
            +18 %
          ",2966101
Uppsalakommun,Luthagen,Norrlandsgatan 34C,2,54.0,2719,2710000,"
            +18 %
          ",2296610
Uppsalakommun,Centrum,Vaksalagatan 30A,3,83.0,5005,2650000,"
            -2 %
          ",2598039
Uppsalakommun,Ultuna,Bäcklösavägen 1B,1.5,38.0,2674,1750000,"
            ±0 %
          ",1750000
Uppsalakommun,Kapellgärdet,Djäknegatan 24,3,57.0,3647,2360000,"
            +8 %
          ",2185185
Uppsalakommun,Centrum,Muningatan 4,1.5,39.0,2052,2300000,"
            +11 %
          ",2072072
Uppsalakommun,NorraRosendal,Dekangatan 10 (2-1403),1,26.0,1524,1485000,"
            ±0 %
          ",1485000
Uppsalakommun,NorraRosendal,Dekangatan 10 (2-1107),2,43.0,2521,1795000,"
            ±0 %
          ",1795000
Uppsalakommun,Salabacke,Lästmakargatan 10A,2,51.5,3175,2125000,"
            +7 %
          ",1985981
Uppsalakommun,Årsta,Mistelgatan 1E,4,74.0,3400,5400000,"
            +37 %
          ",3941605
Uppsalakommun,Fålhagen,Salagatan 51C,2,55.5,3798,2920000,"
            +8 %
          ",2703703
Uppsalakommun,Uppsala,Odensgatan 16A,3,53.5,2984,3265000,"
            +21 %
          ",2698347
Uppsalakommun,Fålhagen,Hjalmar Brantingsgatan 5B,2,53.6,3094,2670000,"
            +14 %
          ",2342105
Uppsalakommun,Salabacke,Ritargatan 1 F,2,57.0,3194,2200000,"
            +10 %
          ",1999999
Uppsalakommun,Uppsala,Hällbygatan 34B,3,69.0,3532,3110000,"
            +15 %
          ",2704347
Uppsalakommun,Salabacke,Apelgatan 3B,2,52.0,2934,2000000,"
            +11 %
          ",1801801
Uppsalakommun,Ultuna,Bäcklösavägen 1A,4,96.0,5143,3810000,"
            +12 %
          ",3401785
Uppsalakommun,Sävja,Bergslagsresan 111,3.5,80.5,4606,1890000,"
            ±0 %
          ",1890000
Uppsalakommun,Kapellgärdet,Portalgatan 105,3,84.0,4015,2995000,"
            ±0 %
          ",2995000
Uppsalakommun,Löten,Ferlinsgatan 97,2,63.0,3971,1550000,"
            +7 %
          ",1448598
Uppsalakommun,NorraRosendal,Dekangatan 10 (2-1502),1,27.0,1583,1495000,"
            ±0 %
          ",1495000
Uppsalakommun,Rosendal,Torgny Segerstedts Allé 94,1,30.0,1780,1620000,"
            ±0 %
          ",1620000
Uppsalakommun,Gränby,Råbyvägen 55A,1,40.0,2509,1550000,"
            +4 %
          ",1490384
Uppsalakommun,Lindbacken,Torpvretsvägen 3,5,130.0,5224,4350000,"
            +9 %
          ",3990825
Uppsalakommun,Fålhagen,Österängsgatan 24C,2,69.6,3103,2295000,"
            ±0 %
          ",2295000
Uppsalakommun,Sävja,Bergslagsresan 69,3,74.5,4613,2230000,,2295000
Uppsalakommun,Salabacke,Apelgatan 3D,2,59.5,3245,1940000,"
            +8 %
          ",1796296
Uppsalakommun,Årsta,Fänkålsgatan 19,3,78.0,4439,2210000,"
            +5 %
          ",2104761
